industry,year,quarter,AFDAR,AFDATTAR,ALCR,ARGYoY,ATDR,BDR,BEP,BEPR,CASA,CDCR,CDGYoY,CFFSTS,CFM,CFOGYoY,CFOTTE,CIC,CLGYoY,CROA,CROFA,CashR,CurrentR,DTAR,DTER,DTTCR,DTTNWR,EBIT,EBITDA,EBITDAGYoY,EBITGYoY,EGYoY,EQR,ER,FASFR,FCF,FITNRR,FL,GPGYoY,GPM,GSR,IBPGYoY,ICR,IGYoY,IIGYoY,LTASFR,LTDCR,LTDGYoY,LTDTECR,LTDTER,NIIGYoY,NIM,NRGYoY,OEGYoY,OPM,PFR,POCOGS,POOE,PSR,PTPGYoY,QR,ROA,ROE,ROFA,ROI,ROIC,ROLTOA,ROS,RTPR,RTSR,RTTAR,SG&AEGYoY,STDGYoY,STDTAR,STDTER,TAGYoY,TAT,TIE,TOIGYoY
Automobiles and Parts,2015,0,-0.003423129253929572,-0.000490063395781517,,,1.3211104601700343,,0.012869392660037915,,,,,0.18899797431660317,0.1879672698823907,,,-3.019046875526195,,,,0.7930881549459432,2.718902572582959,0.7569389768296092,3.1141931641544156,0.7569389768296092,3.114718629016275,91197.031924,188500.851005,,,,2.6368941775519508,0.24306102317039086,1.4195887791576862,2143232.131801,0.005483425039142984,0.7569389768296092,,0.14406956097485227,1.3211104601700343,,-0.8636415227654386,,,1.244133604245203,1.1023626744523454,,2.6918882428382482,2.6918882428382482,,,,,0.08728635927265284,0.8973541337350011,-0.1019783329262909,-0.09929777925777489,-0.16831923998279424,,2.6413854468319884,,0.09344145363118303,,0.02271197532612398,0.0,0.03360485141348363,0.07167446305792437,0.27430516754271755,0.45179196986730563,0.20763227285885918,,,0.10264586626499911,0.42230492131616765,,,-0.8636415227654386,
Automobiles and Parts,2015,1,-0.0004745624454284638,-6.160590226883006e-05,,,1.2993368482059215,,-0.0011926724818853334,,,,,1.8504416285986256,1.8377700449089354,,,-22.686858759696236,,,,0.1043292296467651,1.4255248601756634,0.7696233670127687,3.4240231148995286,0.7696233670127687,3.424844696997803,-6902.7112179999995,-6902.7112179999995,,,,58.16751257055968,0.2247716622191529,1.1100030531073737,584603.740796,0.006895086643072472,0.7696233670127687,,0.16991222809286285,1.2993368482059215,,0.4945998030449849,,,1.0759029082263594,1.268451284579397,,2.741750971821832,2.741750971821832,,,,,0.038629641368675076,0.841039585546524,-0.046536815353782394,-0.043397049270740284,-0.2046918818024356,,1.3501329261297697,,0.004368704608894298,,0.0009819609966856457,0.0,0.0012939448894924753,0.03181228742339568,0.2119154706556639,4.2056159866684055,0.16309509804810762,,,0.15335544368539766,0.6822721430776969,,,0.4945998030449849,
Automobiles and Parts,2015,2,-0.0004402945189776294,-5.405400220202731e-05,,,1.322586356889408,,-0.0002979856916247919,,,,,-0.0897846201039797,-0.08794091361367108,,,2.17094342774717,,,,0.14178822764612004,1.291399771865327,0.756094295688866,3.099945111264668,0.756094295688866,3.1004904849794026,-1965.5694079999994,-1965.5694079999994,,,,-1.3377968240993705,0.24390570431113412,1.1261212926005753,620281.248251,0.02096528696993198,0.756094295688866,,0.15866953614452856,1.322586356889408,,0.09275964422142016,,,1.0704075266767474,1.3332299564973087,,2.341375441640097,2.341375441640097,,,,,0.06964352428468976,0.8149805304611547,-0.0827778468469359,-0.07789504049131188,-0.18859359426664682,,1.2471845553245937,,0.011528163627892236,,0.002811784869075055,0.0,0.003878599622739216,0.06711379372904729,0.23278714751306512,2.9303147764388915,0.17600903434431112,,,0.1850194695388453,0.7585696696245708,,,0.09275964422142016,
Automobiles and Parts,2015,3,-0.0004363587013451481,-4.816598241374282e-05,,,1.2809445691209573,,-0.002190685736114324,,,,,0.37689404274013083,0.37267469975377876,,,-1.1333923804077248,,,,0.5576021832836778,1.7988184022085343,0.7806739058866893,3.559421002971806,0.7806739058866893,3.560208398007291,-16216.625441999999,8039.47027,,,,4.655204660222122,0.21932609411331078,1.2421202046953133,568232.106335,0.011321785431476121,0.7806739058866893,,0.27834554857005034,1.2809445691209573,,0.5197040341541254,,,1.1661851659358196,1.1565310436325782,,2.8675533290234725,2.8675533290234725,,,,,0.08251925777115249,0.8482553654296504,-0.11434732732215754,-0.10646927967174091,-0.38570474833005186,,1.7405547248582642,,0.008807763579400071,,0.0019317723837432908,0.0,0.0028093275018491316,0.0809618631723374,0.2040587940442974,4.6261671780067335,0.15930337577708914,,,0.15174463457034956,0.6918676739483333,,,0.5197040341541254,
Automobiles and Parts,2015,4,-0.003423129253929572,-0.000490063395781517,,,1.3211104601700343,,0.01640928315009566,,,,,0.03225795974189661,0.03219237899021712,,,-0.32650190783057564,,,,0.7930881549459432,2.718902572582959,0.7569389768296092,3.1141931641544156,0.7569389768296092,3.114718629016275,116281.937992,149663.441082,,,,0.4252776885418624,0.24306102317039086,1.4195887791576862,370115.03641899995,0.002037151454368183,0.7569389768296092,,0.12401335817491,1.3211104601700343,,-2.9628779379709695,,,1.244133604245203,1.1023626744523454,,2.6918882428382482,2.6918882428382482,,,,,0.09624264782129847,0.8973541337350011,-0.1098677117048041,-0.10855091393009003,-0.1415699192815682,,2.6413854468319884,,0.07107155330350755,,0.017274724464259514,0.0,0.025559844112836225,0.07585152151409251,0.27430516754271755,0.6286112292915902,0.20763227285885918,,,0.10264586626499911,0.42230492131616765,,,-2.9628779379709695,
Automobiles and Parts,2016,0,-0.004935308546856425,-0.00040460518374716125,,-0.24686199991762595,1.373261363988926,,0.03260865566688747,0.037047921008861485,,0.10674456869613526,,0.2327624784227745,0.22972431325022422,0.5280689237782817,0.30477627243993666,-2.490665841410419,,0.07905604892477255,0.27571709043332915,0.28244027640569924,1.3906753414417008,0.728193500686053,2.679087889818859,0.728193500686053,2.679622470236611,303907.866337,481904.592698,1.5565114965195432,2.332431548762078,0.47072308686866243,1.6054964756373322,0.27180649931394685,1.217330756319081,2738509.2147770002,0.013225266100767597,0.728193500686053,1.4332800666212895,0.28253822404183926,1.373261363988926,,-1.635825646737838,-0.26384875415422987,,1.0821427448264833,1.3683840583459668,0.19516584457071534,2.079923641384365,2.079923641384365,,,0.2407581031410323,,0.1740782281893064,0.8371432631189483,-0.24263066552476226,-0.22476242300568477,-0.3938024763263704,1.4883532889122686,1.363328066703643,0.049240873539376506,0.15945383337005645,0.17173322683494402,0.04334058825050444,0.0,0.05867282880896288,0.1449785047521671,0.2433275073025434,0.2742369360939507,0.1771895093558502,2.062813687220774,1.3289620529569932,0.16285673688105165,0.5991642484344935,0.31518362951915635,0.3396425809712351,-1.635825646737838,
Automobiles and Parts,2016,1,-0.004013231580858432,-0.00046425034128140226,,,1.323226108016522,,0.008753651262323357,0.008990427144649834,,0.008111782713953923,,0.07688607622694633,0.07644690468534664,,0.025176542923440008,-0.14358951656267788,,0.00613508314921267,0.01844562093206607,0.709556358170346,2.76920627104284,0.7557287404939216,3.0938094887708876,0.7557287404939216,3.094264353332138,65480.490853,103180.165284,,,,0.5267485392973094,0.24427125950607853,1.4513525188445566,527857.985713,0.0057447916747881385,0.7557287404939216,,0.27861166511028407,1.323226108016522,,-1.6758302996042542,,,1.2399130717952023,1.1064057773370979,,2.6892782181091084,2.6892782181091084,,,,,0.1801730698240009,0.9011846370058529,-0.24975877916232914,-0.23539188114973197,-0.386215927864813,,2.6913442275015327,0.011647081465848896,0.046425186402659205,0.035017887200357145,0.011340338755382035,0.0,0.016597870452680574,0.14596353001664428,0.30371772316622303,1.4889370628251333,0.22952821239409124,,,0.09881536299414716,0.4045312706617792,,0.07979446279848655,-1.6758302996042542,
Automobiles and Parts,2016,2,-0.005611003074646734,-0.00042780632050600724,,,1.3941727007153182,,0.0027096055575035268,0.0028933921169323963,,-0.018864972572771227,,-0.1744082418248385,-0.16889184966270113,,-0.05252830734615613,2.7369259773644234,,-0.013880088973424784,-0.04393437312055312,0.5513187186277698,2.6094230134931444,0.717271253042699,2.536959049130666,0.717271253042699,2.537440847775651,21995.49778299999,61974.54629199999,,,,-1.4149010167345497,0.282728746957301,1.3998508006833987,-801934.1040040001,0.03266227572943461,0.717271253042699,,0.2871278103755072,1.3941727007153182,,-0.3620731783653184,,,1.2219332473141027,1.194122980145845,,2.177991707840352,2.177991707840352,,,,,0.13286886618959226,0.8985096133983957,-0.18638525688536295,-0.16724706429993644,-0.4027760018619221,,2.536105975091712,0.009809936390786292,0.032493388523358514,0.031051199059810745,0.009186815021605897,0.0,0.013239740599644098,0.12326533076310546,0.26268006731229465,1.0230165591506164,0.18841286103043012,,,0.1014903866016043,0.35896734129031405,,0.0795839051423087,-0.3620731783653184,
Automobiles and Parts,2016,3,-0.005472739057525854,-0.0004105457429294541,,,1.4030081200765452,,0.01441887978188635,0.01569196865887989,,0.047326814272012525,,0.3422078272581937,0.3355242498175,,0.12985816123987917,-5.049260710546584,,0.03468563325388922,0.11338338662164882,0.5511009720737291,2.3069485125564677,0.7127542497369452,2.481339581470629,0.7127542497369452,2.481758924808744,121967.71426100002,169197.17703400002,,,,1.9411690857860018,0.28724575026305477,1.3611730255207584,389001.674428,0.019919804438364906,0.7127542497369452,,0.28734164085145286,1.4030081200765452,,-2.736718363607987,,,1.1936078952267561,1.237384017197937,,2.0966499769749842,2.0966499769749842,,,,,0.20993481797718852,0.8894995459382505,-0.29457988569447136,-0.2770450561936602,-0.40319689955612953,,2.241629831702463,0.01786842450143626,0.05715927849877399,0.05840984561926432,0.01641875983687523,0.0,0.023287380220679128,0.17628955136570693,0.2610957875099738,0.8054582498144278,0.18609713213614829,,,0.11050045406174944,0.3846896044956453,,0.10135838660323548,-2.736718363607987,
Automobiles and Parts,2016,4,-0.004935308546856425,-0.00040460518374716125,,,1.373261363988926,,0.010135800088372098,0.011515663965777453,,0.08315152331352856,,0.6220265507770344,0.6235200099679107,,0.23741359052507244,-11.204184242785052,,0.06158281377253511,0.21477716714907003,0.28244027640569924,1.3906753414417008,0.728193500686053,2.679087889818859,0.728193500686053,2.679622470236611,94464.16344,147552.704088,,,,4.782056832867676,0.27180649931394685,1.217330756319081,2689015.0859870003,-0.0023952065162321816,0.728193500686053,,0.2772695230339772,1.373261363988926,,-2.2821185994431934,,,1.0821427448264833,1.3683840583459668,,2.079923641384365,2.079923641384365,,,,,0.16563230108885318,0.8371432631189483,-0.22917575274280283,-0.21170555842068584,-0.3836416643143892,,1.363328066703643,0.01287789248953896,0.041701724108171606,0.04491313563504298,0.011334799645198148,0.0,0.015344617736213203,0.13007510628099772,0.2433275073025434,0.9408003600060305,0.1771895093558502,,,0.16285673688105165,0.5991642484344935,,0.09900351310664468,-2.2821185994431934,
